year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_se_pc_pop
2014,NUTS,2010,PL71,2,4.3
2015,NUTS,2010,PL71,2,4.2
2016,NUTS,2010,PL71,2,3.6
2017,NUTS,2010,PL71,2,3.7
2018,NUTS,2010,PL71,2,4.3
2019,NUTS,2010,PL71,2,4.1
2020,NUTS,2010,PL71,2,4.3
2011,NUTS,2010,PL72,2,2.5
2012,NUTS,2010,PL72,2,3.0
2013,NUTS,2010,PL72,2,3.1
2014,NUTS,2010,PL72,2,3.0
2015,NUTS,2010,PL72,2,3.1
2016,NUTS,2010,PL72,2,3.4
2017,NUTS,2010,PL72,2,3.2
2018,NUTS,2010,PL72,2,3.2
2019,NUTS,2010,PL72,2,3.4
2020,NUTS,2010,PL72,2,3.3
2011,NUTS,2010,PL8,1,2.9
2012,NUTS,2010,PL8,1,3.0
2013,NUTS,2010,PL8,1,3.1
2014,NUTS,2010,PL8,1,3.3
2015,NUTS,2010,PL8,1,3.5
2016,NUTS,2010,PL8,1,3.7
2017,NUTS,2010,PL8,1,3.4
2018,NUTS,2010,PL8,1,3.7
2019,NUTS,2010,PL8,1,4.1
2020,NUTS,2010,PL8,1,4.3
2011,NUTS,2010,PL81,2,2.7
2012,NUTS,2010,PL81,2,2.8
2013,NUTS,2010,PL81,2,3.0
2014,NUTS,2010,PL81,2,3.3
2015,NUTS,2010,PL81,2,3.7
2016,NUTS,2010,PL81,2,3.8
2017,NUTS,2010,PL81,2,3.0
2018,NUTS,2010,PL81,2,3.5
2019,NUTS,2010,PL81,2,3.8
2020,NUTS,2010,PL81,2,3.9
2011,NUTS,2010,PL82,2,3.1
2012,NUTS,2010,PL82,2,3.1
2013,NUTS,2010,PL82,2,3.1
2014,NUTS,2010,PL82,2,3.0
2015,NUTS,2010,PL82,2,3.3
2016,NUTS,2010,PL82,2,3.7
2017,NUTS,2010,PL82,2,3.6
2018,NUTS,2010,PL82,2,3.8
2019,NUTS,2010,PL82,2,4.5
2020,NUTS,2010,PL82,2,4.8
2011,NUTS,2010,PL84,2,3.1
2012,NUTS,2010,PL84,2,3.1
2013,NUTS,2010,PL84,2,3.2
2014,NUTS,2010,PL84,2,3.7
2015,NUTS,2010,PL84,2,3.7
2016,NUTS,2010,PL84,2,3.6
2017,NUTS,2010,PL84,2,4.0
2018,NUTS,2010,PL84,2,3.8
2019,NUTS,2010,PL84,2,4.1
2020,NUTS,2010,PL84,2,4.0
2011,NUTS,2010,PL9,1,4.8
2012,NUTS,2010,PL9,1,5.2
2013,NUTS,2010,PL9,1,5.2
2014,NUTS,2010,PL9,1,5.2
2015,NUTS,2010,PL9,1,5.2
2016,NUTS,2010,PL9,1,5.2
2017,NUTS,2010,PL9,1,5.7
2018,NUTS,2010,PL9,1,6.4
2019,NUTS,2010,PL9,1,6.8
2020,NUTS,2010,PL9,1,6.5
2013,NUTS,2010,PL91,2,7.8
2014,NUTS,2010,PL91,2,8.1
2015,NUTS,2010,PL91,2,8.0
2016,NUTS,2010,PL91,2,7.8
2017,NUTS,2010,PL91,2,8.8
2018,NUTS,2010,PL91,2,9.8
2019,NUTS,2010,PL91,2,9.8
2020,NUTS,2010,PL91,2,9.2
2013,NUTS,2010,PL92,2,2.4
2014,NUTS,2010,PL92,2,2.1
2015,NUTS,2010,PL92,2,2.3
2016,NUTS,2010,PL92,2,2.4
2017,NUTS,2010,PL92,2,2.5
2018,NUTS,2010,PL92,2,2.7
2019,NUTS,2010,PL92,2,3.1
2020,NUTS,2010,PL92,2,3.1
2011,NUTS,2010,PT,0,3.3
2012,NUTS,2010,PT,0,3.2
2013,NUTS,2010,PT,0,3.3
2014,NUTS,2010,PT,0,3.9
2015,NUTS,2010,PT,0,4.2
2016,NUTS,2010,PT,0,4.3
2017,NUTS,2010,PT,0,4.6
2018,NUTS,2010,PT,0,5.1
2019,NUTS,2010,PT,0,5.5
2020,NUTS,2010,PT,0,6.2
2011,NUTS,2010,PT1,1,3.4
2012,NUTS,2010,PT1,1,3.3
2013,NUTS,2010,PT1,1,3.4
2014,NUTS,2010,PT1,1,4.0
2015,NUTS,2010,PT1,1,4.3
2016,NUTS,2010,PT1,1,4.4
2017,NUTS,2010,PT1,1,4.7
2018,NUTS,2010,PT1,1,5.1
2019,NUTS,2010,PT1,1,5.6
2020,NUTS,2010,PT1,1,6.3
2011,NUTS,2010,PT11,2,2.9
2012,NUTS,2010,PT11,2,2.6
2013,NUTS,2010,PT11,2,2.7
2014,NUTS,2010,PT11,2,3.3
2015,NUTS,2010,PT11,2,3.5
2016,NUTS,2010,PT11,2,3.8
2017,NUTS,2010,PT11,2,4.2
2018,NUTS,2010,PT11,2,4.8
2019,NUTS,2010,PT11,2,5.1
2020,NUTS,2010,PT11,2,6.1
2011,NUTS,2010,PT15,2,2.3
2012,NUTS,2010,PT15,2,2.5
2013,NUTS,2010,PT15,2,2.6
2014,NUTS,2010,PT15,2,2.5
2015,NUTS,2010,PT15,2,2.3
2016,NUTS,2010,PT15,2,2.6
2017,NUTS,2010,PT15,2,3.3
2018,NUTS,2010,PT15,2,3.4
2019,NUTS,2010,PT15,2,4.2
2020,NUTS,2010,PT15,2,3.9
2011,NUTS,2010,PT16,2,2.9
2012,NUTS,2010,PT16,2,3.2
2013,NUTS,2010,PT16,2,3.0
2014,NUTS,2010,PT16,2,3.5
2015,NUTS,2010,PT16,2,4.1
2016,NUTS,2010,PT16,2,4.0
2017,NUTS,2010,PT16,2,4.2
2018,NUTS,2010,PT16,2,4.6
2019,NUTS,2010,PT16,2,4.8
2020,NUTS,2010,PT16,2,5.0
2011,NUTS,2010,PT17,2,4.9
2012,NUTS,2010,PT17,2,4.6
2013,NUTS,2010,PT17,2,4.9
2014,NUTS,2010,PT17,2,6.1
2015,NUTS,2010,PT17,2,6.4
2016,NUTS,2010,PT17,2,6.2
2017,NUTS,2010,PT17,2,6.2
2018,NUTS,2010,PT17,2,6.7
2019,NUTS,2010,PT17,2,7.6
2020,NUTS,2010,PT17,2,8.6
2011,NUTS,2010,PT18,2,2.3
2012,NUTS,2010,PT18,2,2.0
2013,NUTS,2010,PT18,2,2.5
2014,NUTS,2010,PT18,2,2.4
2015,NUTS,2010,PT18,2,2.6
2016,NUTS,2010,PT18,2,2.2
2017,NUTS,2010,PT18,2,3.2
2018,NUTS,2010,PT18,2,3.4
2019,NUTS,2010,PT18,2,3.4
2020,NUTS,2010,PT18,2,4.5
2011,NUTS,2010,PT2,1,2.8
2014,NUTS,2010,PT2,1,2.8
2015,NUTS,2010,PT2,1,2.8
2016,NUTS,2010,PT2,1,3.0
2017,NUTS,2010,PT2,1,3.5
2018,NUTS,2010,PT2,1,2.8
2019,NUTS,2010,PT2,1,2.9
2020,NUTS,2010,PT2,1,2.9
2011,NUTS,2010,PT20,2,2.8
2014,NUTS,2010,PT20,2,2.8
2015,NUTS,2010,PT20,2,2.8
2016,NUTS,2010,PT20,2,3.0
2017,NUTS,2010,PT20,2,3.5
2018,NUTS,2010,PT20,2,2.8
2019,NUTS,2010,PT20,2,2.9
2020,NUTS,2010,PT20,2,2.9
2011,NUTS,2010,PT3,1,2.4
2012,NUTS,2010,PT3,1,2.3
2013,NUTS,2010,PT3,1,2.2
2014,NUTS,2010,PT3,1,2.3
2015,NUTS,2010,PT3,1,2.3
2016,NUTS,2010,PT3,1,3.5
2017,NUTS,2010,PT3,1,3.6
2018,NUTS,2010,PT3,1,3.7
2019,NUTS,2010,PT3,1,4.0
2020,NUTS,2010,PT3,1,5.0
2011,NUTS,2010,PT30,2,2.4
2012,NUTS,2010,PT30,2,2.3
2013,NUTS,2010,PT30,2,2.2
2014,NUTS,2010,PT30,2,2.3
2015,NUTS,2010,PT30,2,2.3
2016,NUTS,2010,PT30,2,3.5
2017,NUTS,2010,PT30,2,3.6
2018,NUTS,2010,PT30,2,3.7
2019,NUTS,2010,PT30,2,4.0
2020,NUTS,2010,PT30,2,5.0
2011,NUTS,2010,RO,0,3.3
2012,NUTS,2010,RO,0,3.2
2013,NUTS,2010,RO,0,3.1
2014,NUTS,2010,RO,0,3.3
2015,NUTS,2010,RO,0,3.4
2016,NUTS,2010,RO,0,3.5
2017,NUTS,2010,RO,0,3.6
2018,NUTS,2010,RO,0,3.7
2019,NUTS,2010,RO,0,3.8
2020,NUTS,2010,RO,0,3.8
2011,NUTS,2010,RO1,1,2.7
2012,NUTS,2010,RO1,1,3.1
2013,NUTS,2010,RO1,1,3.2
2014,NUTS,2010,RO1,1,3.4
2015,NUTS,2010,RO1,1,4.1
2016,NUTS,2010,RO1,1,4.1
2017,NUTS,2010,RO1,1,3.9
2018,NUTS,2010,RO1,1,3.7
2019,NUTS,2010,RO1,1,3.7
2020,NUTS,2010,RO1,1,3.9
2011,NUTS,2010,RO11,2,2.8
2012,NUTS,2010,RO11,2,3.2
2013,NUTS,2010,RO11,2,3.2
2014,NUTS,2010,RO11,2,3.4
2015,NUTS,2010,RO11,2,4.1
2016,NUTS,2010,RO11,2,4.0
2017,NUTS,2010,RO11,2,3.7
2018,NUTS,2010,RO11,2,3.6
2019,NUTS,2010,RO11,2,3.5
2020,NUTS,2010,RO11,2,3.9
2011,NUTS,2010,RO12,2,2.6
2012,NUTS,2010,RO12,2,2.9
2013,NUTS,2010,RO12,2,3.2
2014,NUTS,2010,RO12,2,3.4
2015,NUTS,2010,RO12,2,4.1
2016,NUTS,2010,RO12,2,4.2
2017,NUTS,2010,RO12,2,4.1
2018,NUTS,2010,RO12,2,3.8
2019,NUTS,2010,RO12,2,3.9
2020,NUTS,2010,RO12,2,3.9
2011,NUTS,2010,RO2,1,2.6
2012,NUTS,2010,RO2,1,2.4
2013,NUTS,2010,RO2,1,2.3
2014,NUTS,2010,RO2,1,2.5
2015,NUTS,2010,RO2,1,2.4
2016,NUTS,2010,RO2,1,2.5
2017,NUTS,2010,RO2,1,2.6
2018,NUTS,2010,RO2,1,2.8
2019,NUTS,2010,RO2,1,2.8
2020,NUTS,2010,RO2,1,2.8
2011,NUTS,2010,RO21,2,2.8
2012,NUTS,2010,RO21,2,2.6
2013,NUTS,2010,RO21,2,2.4
2014,NUTS,2010,RO21,2,2.6
2015,NUTS,2010,RO21,2,2.2
2016,NUTS,2010,RO21,2,2.4
2017,NUTS,2010,RO21,2,2.6
2018,NUTS,2010,RO21,2,2.8
2019,NUTS,2010,RO21,2,2.6
2020,NUTS,2010,RO21,2,2.8
2011,NUTS,2010,RO22,2,2.3
2012,NUTS,2010,RO22,2,2.1
2013,NUTS,2010,RO22,2,2.2
2014,NUTS,2010,RO22,2,2.4
2015,NUTS,2010,RO22,2,2.5
2016,NUTS,2010,RO22,2,2.7
2017,NUTS,2010,RO22,2,2.6
2018,NUTS,2010,RO22,2,2.8
2019,NUTS,2010,RO22,2,3.1
2020,NUTS,2010,RO22,2,2.8
2011,NUTS,2010,RO3,1,4.4
2012,NUTS,2010,RO3,1,4.0
2013,NUTS,2010,RO3,1,3.8
2014,NUTS,2010,RO3,1,4.1
2015,NUTS,2010,RO3,1,3.7
2016,NUTS,2010,RO3,1,4.1
2017,NUTS,2010,RO3,1,4.5
2018,NUTS,2010,RO3,1,4.7
2019,NUTS,2010,RO3,1,4.9
2020,NUTS,2010,RO3,1,4.9
2011,NUTS,2010,RO31,2,2.3
2012,NUTS,2010,RO31,2,2.1
2013,NUTS,2010,RO31,2,2.2
2014,NUTS,2010,RO31,2,2.2
2015,NUTS,2010,RO31,2,2.2
2016,NUTS,2010,RO31,2,2.3
2017,NUTS,2010,RO31,2,2.4
2018,NUTS,2010,RO31,2,2.5
2019,NUTS,2010,RO31,2,2.2
2020,NUTS,2010,RO31,2,2.2
2011,NUTS,2010,RO32,2,7.0
2012,NUTS,2010,RO32,2,6.5
2013,NUTS,2010,RO32,2,5.9
2014,NUTS,2010,RO32,2,6.5
2015,NUTS,2010,RO32,2,5.6
2016,NUTS,2010,RO32,2,6.4
2017,NUTS,2010,RO32,2,7.2
2018,NUTS,2010,RO32,2,7.6
2019,NUTS,2010,RO32,2,8.1
2020,NUTS,2010,RO32,2,8.2
2011,NUTS,2010,RO4,1,3.4
2012,NUTS,2010,RO4,1,3.6
2013,NUTS,2010,RO4,1,3.3
2014,NUTS,2010,RO4,1,3.0
2015,NUTS,2010,RO4,1,3.5
2016,NUTS,2010,RO4,1,3.2
2017,NUTS,2010,RO4,1,3.3
2018,NUTS,2010,RO4,1,3.6
2019,NUTS,2010,RO4,1,3.7
2020,NUTS,2010,RO4,1,3.6
2011,NUTS,2010,RO41,2,3.2
2012,NUTS,2010,RO41,2,3.5
2013,NUTS,2010,RO41,2,2.9
2014,NUTS,2010,RO41,2,2.9
2015,NUTS,2010,RO41,2,3.2
2016,NUTS,2010,RO41,2,3.0
2017,NUTS,2010,RO41,2,3.1
2018,NUTS,2010,RO41,2,3.2
2019,NUTS,2010,RO41,2,3.3
2020,NUTS,2010,RO41,2,3.4
2011,NUTS,2010,RO42,2,3.6
2012,NUTS,2010,RO42,2,3.7
2013,NUTS,2010,RO42,2,3.6
2014,NUTS,2010,RO42,2,3.1
2015,NUTS,2010,RO42,2,3.7
2016,NUTS,2010,RO42,2,3.5
2017,NUTS,2010,RO42,2,3.6
2018,NUTS,2010,RO42,2,4.1
2019,NUTS,2010,RO42,2,4.2
2020,NUTS,2010,RO42,2,3.7
2013,NUTS,2010,RS,0,1.7
2014,NUTS,2010,RS,0,2.1
2015,NUTS,2010,RS,0,2.3
2016,NUTS,2010,RS,0,2.4
2017,NUTS,2010,RS,0,2.6
2018,NUTS,2010,RS,0,2.7
2019,NUTS,2010,RS,0,2.7
2020,NUTS,2010,RS,0,2.8
2013,NUTS,2010,RS1,1,2.2
2014,NUTS,2010,RS1,1,2.7
2015,NUTS,2010,RS1,1,3.0
2016,NUTS,2010,RS1,1,3.3
2017,NUTS,2010,RS1,1,3.7
2018,NUTS,2010,RS1,1,3.8
2019,NUTS,2010,RS1,1,4.0
2020,NUTS,2010,RS1,1,3.8
2013,NUTS,2010,RS11,2,3.0
2014,NUTS,2010,RS11,2,3.8
2015,NUTS,2010,RS11,2,4.2
2016,NUTS,2010,RS11,2,4.4
2017,NUTS,2010,RS11,2,4.9
2018,NUTS,2010,RS11,2,5.2
2019,NUTS,2010,RS11,2,5.7
2020,NUTS,2010,RS11,2,5.5
2013,NUTS,2010,RS12,2,1.5
2014,NUTS,2010,RS12,2,1.8
2015,NUTS,2010,RS12,2,2.0
2016,NUTS,2010,RS12,2,2.2
2017,NUTS,2010,RS12,2,2.6
2018,NUTS,2010,RS12,2,2.6
2019,NUTS,2010,RS12,2,2.4
2020,NUTS,2010,RS12,2,2.4
2013,NUTS,2010,RS2,1,1.2
2014,NUTS,2010,RS2,1,1.4
2015,NUTS,2010,RS2,1,1.5
2016,NUTS,2010,RS2,1,1.5
2017,NUTS,2010,RS2,1,1.5
2018,NUTS,2010,RS2,1,1.5
2019,NUTS,2010,RS2,1,1.4
2020,NUTS,2010,RS2,1,1.8
2013,NUTS,2010,RS21,2,1.2
2014,NUTS,2010,RS21,2,1.3
2015,NUTS,2010,RS21,2,1.4
2016,NUTS,2010,RS21,2,1.6
2017,NUTS,2010,RS21,2,1.6
2018,NUTS,2010,RS21,2,1.4
2019,NUTS,2010,RS21,2,1.4
2020,NUTS,2010,RS21,2,1.9
2013,NUTS,2010,RS22,2,1.3
2014,NUTS,2010,RS22,2,1.5
2015,NUTS,2010,RS22,2,1.6
2016,NUTS,2010,RS22,2,1.5
2017,NUTS,2010,RS22,2,1.5
2018,NUTS,2010,RS22,2,1.5
2019,NUTS,2010,RS22,2,1.5
2020,NUTS,2010,RS22,2,1.6
2011,NUTS,2010,SE,0,6.7
2012,NUTS,2010,SE,0,6.9
2013,NUTS,2010,SE,0,6.9
2014,NUTS,2010,SE,0,7.0
2015,NUTS,2010,SE,0,7.2
2016,NUTS,2010,SE,0,7.7
2017,NUTS,2010,SE,0,7.8
2018,NUTS,2010,SE,0,8.2
2019,NUTS,2010,SE,0,8.7
2020,NUTS,2010,SE,0,8.9
2011,NUTS,2010,SE1,1,7.9
2012,NUTS,2010,SE1,1,8.2
2013,NUTS,2010,SE1,1,8.3
2014,NUTS,2010,SE1,1,8.4
2015,NUTS,2010,SE1,1,8.5
2016,NUTS,2010,SE1,1,8.9
2017,NUTS,2010,SE1,1,9.1
2018,NUTS,2010,SE1,1,9.6
2019,NUTS,2010,SE1,1,10.4
2020,NUTS,2010,SE1,1,10.6
2011,NUTS,2010,SE11,2,9.5
2012,NUTS,2010,SE11,2,9.4
2013,NUTS,2010,SE11,2,9.4
2014,NUTS,2010,SE11,2,9.3
2015,NUTS,2010,SE11,2,9.4
2016,NUTS,2010,SE11,2,10.0
2017,NUTS,2010,SE11,2,10.4
2018,NUTS,2010,SE11,2,11.0
2019,NUTS,2010,SE11,2,11.8
2020,NUTS,2010,SE11,2,12.3
2011,NUTS,2010,SE12,2,5.8
2012,NUTS,2010,SE12,2,6.5
2013,NUTS,2010,SE12,2,6.9
2014,NUTS,2010,SE12,2,7.0
2015,NUTS,2010,SE12,2,7.2
2016,NUTS,2010,SE12,2,7.4
2017,NUTS,2010,SE12,2,7.4
2018,NUTS,2010,SE12,2,7.7
2019,NUTS,2010,SE12,2,8.5
2020,NUTS,2010,SE12,2,8.3
2011,NUTS,2010,SE2,1,6.2
2012,NUTS,2010,SE2,1,6.3
2013,NUTS,2010,SE2,1,6.3
2014,NUTS,2010,SE2,1,6.4
2015,NUTS,2010,SE2,1,6.8
2016,NUTS,2010,SE2,1,7.3
2017,NUTS,2010,SE2,1,7.4
2018,NUTS,2010,SE2,1,7.6
2019,NUTS,2010,SE2,1,7.9
2020,NUTS,2010,SE2,1,8.3
2011,NUTS,2010,SE21,2,4.7
2012,NUTS,2010,SE21,2,4.7
2013,NUTS,2010,SE21,2,4.5
2014,NUTS,2010,SE21,2,4.8
2015,NUTS,2010,SE21,2,5.1
2016,NUTS,2010,SE21,2,5.1
2017,NUTS,2010,SE21,2,5.2
2018,NUTS,2010,SE21,2,5.3
2019,NUTS,2010,SE21,2,5.5
2020,NUTS,2010,SE21,2,6.2
2011,NUTS,2010,SE22,2,6.6
2012,NUTS,2010,SE22,2,6.4
2013,NUTS,2010,SE22,2,6.3
2014,NUTS,2010,SE22,2,6.3
2015,NUTS,2010,SE22,2,6.8
2016,NUTS,2010,SE22,2,7.5
2017,NUTS,2010,SE22,2,8.0
2018,NUTS,2010,SE22,2,8.3
2019,NUTS,2010,SE22,2,8.6
2020,NUTS,2010,SE22,2,8.7
2011,NUTS,2010,SE23,2,6.6
2012,NUTS,2010,SE23,2,6.9
2013,NUTS,2010,SE23,2,7.1
2014,NUTS,2010,SE23,2,7.2
2015,NUTS,2010,SE23,2,7.6
2016,NUTS,2010,SE23,2,8.1
2017,NUTS,2010,SE23,2,7.9
2018,NUTS,2010,SE23,2,8.0
2019,NUTS,2010,SE23,2,8.3
2020,NUTS,2010,SE23,2,9.0
2011,NUTS,2010,SE3,1,5.4
2012,NUTS,2010,SE3,1,5.4
2013,NUTS,2010,SE3,1,5.1
2014,NUTS,2010,SE3,1,5.1
2015,NUTS,2010,SE3,1,5.4
2016,NUTS,2010,SE3,1,5.8
2017,NUTS,2010,SE3,1,6.0
2018,NUTS,2010,SE3,1,6.5
2019,NUTS,2010,SE3,1,6.6
2020,NUTS,2010,SE3,1,6.4
2011,NUTS,2010,SE31,2,4.8
2012,NUTS,2010,SE31,2,5.0
2013,NUTS,2010,SE31,2,5.0
2014,NUTS,2010,SE31,2,4.8
2015,NUTS,2010,SE31,2,5.1
2016,NUTS,2010,SE31,2,5.7
2017,NUTS,2010,SE31,2,5.9
2018,NUTS,2010,SE31,2,6.1
2019,NUTS,2010,SE31,2,6.1
2020,NUTS,2010,SE31,2,5.7
2011,NUTS,2010,SE32,2,5.7
2012,NUTS,2010,SE32,2,5.4
2013,NUTS,2010,SE32,2,4.8
2014,NUTS,2010,SE32,2,5.4
2015,NUTS,2010,SE32,2,5.0
2016,NUTS,2010,SE32,2,5.7
2017,NUTS,2010,SE32,2,6.5
2018,NUTS,2010,SE32,2,7.4
2019,NUTS,2010,SE32,2,7.4
2020,NUTS,2010,SE32,2,7.0
2011,NUTS,2010,SE33,2,6.1
2012,NUTS,2010,SE33,2,5.9
2013,NUTS,2010,SE33,2,5.5
2014,NUTS,2010,SE33,2,5.5
2015,NUTS,2010,SE33,2,6.0
2016,NUTS,2010,SE33,2,5.9
2017,NUTS,2010,SE33,2,5.9
2018,NUTS,2010,SE33,2,6.6
2019,NUTS,2010,SE33,2,6.9
2020,NUTS,2010,SE33,2,7.1
2011,NUTS,2010,SI,0,3.9
2012,NUTS,2010,SI,0,3.8
2013,NUTS,2010,SI,0,4.2
2014,NUTS,2010,SI,0,4.2
2015,NUTS,2010,SI,0,4.8
2016,NUTS,2010,SI,0,4.8
2017,NUTS,2010,SI,0,4.8
2018,NUTS,2010,SI,0,5.2
2019,NUTS,2010,SI,0,5.3
2020,NUTS,2010,SI,0,5.8
2011,NUTS,2010,SI0,1,3.9
2012,NUTS,2010,SI0,1,3.8
2013,NUTS,2010,SI0,1,4.2
2014,NUTS,2010,SI0,1,4.2
2015,NUTS,2010,SI0,1,4.8
2016,NUTS,2010,SI0,1,4.8
2017,NUTS,2010,SI0,1,4.8
2018,NUTS,2010,SI0,1,5.2
2019,NUTS,2010,SI0,1,5.3
2020,NUTS,2010,SI0,1,5.8
2011,NUTS,2010,SI03,2,3.2
2012,NUTS,2010,SI03,2,3.4
2013,NUTS,2010,SI03,2,3.5
2014,NUTS,2010,SI03,2,3.4
2015,NUTS,2010,SI03,2,4.1
2016,NUTS,2010,SI03,2,3.9
2017,NUTS,2010,SI03,2,4.2
2018,NUTS,2010,SI03,2,4.4
2019,NUTS,2010,SI03,2,4.7
2020,NUTS,2010,SI03,2,5.0
2011,NUTS,2010,SI04,2,4.7
2012,NUTS,2010,SI04,2,4.2
2013,NUTS,2010,SI04,2,5.0
2014,NUTS,2010,SI04,2,5.2
2015,NUTS,2010,SI04,2,5.7
2016,NUTS,2010,SI04,2,5.7
2017,NUTS,2010,SI04,2,5.5
2018,NUTS,2010,SI04,2,6.1
2019,NUTS,2010,SI04,2,6.0
2020,NUTS,2010,SI04,2,6.8
2011,NUTS,2010,SK,0,2.0
2012,NUTS,2010,SK,0,1.8
2013,NUTS,2010,SK,0,1.9
2014,NUTS,2010,SK,0,2.2
2015,NUTS,2010,SK,0,2.1
2016,NUTS,2010,SK,0,2.1
2017,NUTS,2010,SK,0,2.4
2018,NUTS,2010,SK,0,2.6
2019,NUTS,2010,SK,0,2.8
2020,NUTS,2010,SK,0,3.1
2011,NUTS,2010,SK0,1,2.0
2012,NUTS,2010,SK0,1,1.8
2013,NUTS,2010,SK0,1,1.9
2014,NUTS,2010,SK0,1,2.2
2015,NUTS,2010,SK0,1,2.1
2016,NUTS,2010,SK0,1,2.1
2017,NUTS,2010,SK0,1,2.4
2018,NUTS,2010,SK0,1,2.6
2019,NUTS,2010,SK0,1,2.8
2020,NUTS,2010,SK0,1,3.1
2011,NUTS,2010,SK01,2,4.7
2012,NUTS,2010,SK01,2,4.5
2013,NUTS,2010,SK01,2,4.6
2014,NUTS,2010,SK01,2,5.6
2015,NUTS,2010,SK01,2,4.6
2016,NUTS,2010,SK01,2,4.7
2017,NUTS,2010,SK01,2,6.0
2018,NUTS,2010,SK01,2,6.5
2019,NUTS,2010,SK01,2,7.1
2020,NUTS,2010,SK01,2,7.9
2011,NUTS,2010,SK02,2,1.6
2012,NUTS,2010,SK02,2,1.3
2013,NUTS,2010,SK02,2,1.5
2014,NUTS,2010,SK02,2,1.6
2015,NUTS,2010,SK02,2,1.5
2016,NUTS,2010,SK02,2,1.7
2017,NUTS,2010,SK02,2,2.1
2018,NUTS,2010,SK02,2,2.0
2019,NUTS,2010,SK02,2,2.1
2020,NUTS,2010,SK02,2,2.4
2011,NUTS,2010,SK03,2,1.9
2012,NUTS,2010,SK03,2,1.9
2013,NUTS,2010,SK03,2,1.5
2014,NUTS,2010,SK03,2,2.0
2015,NUTS,2010,SK03,2,2.1
2016,NUTS,2010,SK03,2,1.6
2017,NUTS,2010,SK03,2,1.5
2018,NUTS,2010,SK03,2,1.6
2019,NUTS,2010,SK03,2,2.0
2020,NUTS,2010,SK03,2,2.5
2011,NUTS,2010,SK04,2,1.5
2012,NUTS,2010,SK04,2,1.4
2013,NUTS,2010,SK04,2,1.7
2014,NUTS,2010,SK04,2,1.8
2015,NUTS,2010,SK04,2,1.9
2016,NUTS,2010,SK04,2,1.9
2017,NUTS,2010,SK04,2,1.9
2018,NUTS,2010,SK04,2,2.5
2019,NUTS,2010,SK04,2,2.7
2020,NUTS,2010,SK04,2,2.6
2011,NUTS,2010,TR,0,1.2
2012,NUTS,2010,TR,0,1.3
2013,NUTS,2010,TR,0,1.3
2014,NUTS,2010,TR,0,1.4
2015,NUTS,2010,TR,0,1.5
2016,NUTS,2010,TR,0,1.6
2017,NUTS,2010,TR,0,1.7
2018,NUTS,2010,TR,0,1.8
2019,NUTS,2010,TR,0,1.7
2020,NUTS,2010,TR,0,1.8
2011,NUTS,2010,TR1,1,1.7
2012,NUTS,2010,TR1,1,2.0
2013,NUTS,2010,TR1,1,1.9
2014,NUTS,2010,TR1,1,1.9
2015,NUTS,2010,TR1,1,2.2
2016,NUTS,2010,TR1,1,2.4
2017,NUTS,2010,TR1,1,2.4
2018,NUTS,2010,TR1,1,2.5
2019,NUTS,2010,TR1,1,2.5
2020,NUTS,2010,TR1,1,2.6
2011,NUTS,2010,TR10,2,1.7
2012,NUTS,2010,TR10,2,2.0
2013,NUTS,2010,TR10,2,1.9
2014,NUTS,2010,TR10,2,1.9
2015,NUTS,2010,TR10,2,2.2
2016,NUTS,2010,TR10,2,2.4
2017,NUTS,2010,TR10,2,2.4
2018,NUTS,2010,TR10,2,2.5
2019,NUTS,2010,TR10,2,2.5
2020,NUTS,2010,TR10,2,2.6
2011,NUTS,2010,TR2,1,0.9
2012,NUTS,2010,TR2,1,1.0
2013,NUTS,2010,TR2,1,1.0
2014,NUTS,2010,TR2,1,1.2
2015,NUTS,2010,TR2,1,1.1
2016,NUTS,2010,TR2,1,1.1
2017,NUTS,2010,TR2,1,1.5
2018,NUTS,2010,TR2,1,1.7
2019,NUTS,2010,TR2,1,1.6
2020,NUTS,2010,TR2,1,1.7
2011,NUTS,2010,TR21,2,1.1
2012,NUTS,2010,TR21,2,1.1
2013,NUTS,2010,TR21,2,1.0
2014,NUTS,2010,TR21,2,1.0
2015,NUTS,2010,TR21,2,0.9
2016,NUTS,2010,TR21,2,1.2
2017,NUTS,2010,TR21,2,1.5
2018,NUTS,2010,TR21,2,1.9
2019,NUTS,2010,TR21,2,1.7
2020,NUTS,2010,TR21,2,2.0
2011,NUTS,2010,TR22,2,0.6
2012,NUTS,2010,TR22,2,0.8
2013,NUTS,2010,TR22,2,1.0
2014,NUTS,2010,TR22,2,1.4
2015,NUTS,2010,TR22,2,1.3
2016,NUTS,2010,TR22,2,1.1
2017,NUTS,2010,TR22,2,1.5
2018,NUTS,2010,TR22,2,1.5
2019,NUTS,2010,TR22,2,1.5
2020,NUTS,2010,TR22,2,1.4
2011,NUTS,2010,TR3,1,1.2
2012,NUTS,2010,TR3,1,1.2
2013,NUTS,2010,TR3,1,1.2
2014,NUTS,2010,TR3,1,1.4
2015,NUTS,2010,TR3,1,1.5
2016,NUTS,2010,TR3,1,1.5
2017,NUTS,2010,TR3,1,1.7
2018,NUTS,2010,TR3,1,2.0
2019,NUTS,2010,TR3,1,1.8
2020,NUTS,2010,TR3,1,1.7
2011,NUTS,2010,TR31,2,1.6
2012,NUTS,2010,TR31,2,1.8
2013,NUTS,2010,TR31,2,1.6
