year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_act_hc_pnp_rse_f
2017,NUTS,2010,UKI3,2,0.1166
2011,NUTS,2010,UKI4,2,0.0077
2013,NUTS,2010,UKI4,2,0.0039
2015,NUTS,2010,UKI4,2,0.0185
2017,NUTS,2010,UKI4,2,0.0158
2011,NUTS,2010,UKI5,2,0.0
2013,NUTS,2010,UKI5,2,0.0
2015,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,0.0
2013,NUTS,2010,UKI6,2,0.0289
2015,NUTS,2010,UKI6,2,0.0172
2017,NUTS,2010,UKI6,2,0.0137
2011,NUTS,2010,UKI7,2,0.0002
2013,NUTS,2010,UKI7,2,0.0
2015,NUTS,2010,UKI7,2,0.0581
2017,NUTS,2010,UKI7,2,0.05
2011,NUTS,2010,UKJ,1,0.014
2013,NUTS,2010,UKJ,1,0.0066
2015,NUTS,2010,UKJ,1,0.0145
2017,NUTS,2010,UKJ,1,0.0124
2011,NUTS,2010,UKJ1,2,0.0464
2013,NUTS,2010,UKJ1,2,0.0181
2015,NUTS,2010,UKJ1,2,0.0318
2017,NUTS,2010,UKJ1,2,0.0278
2011,NUTS,2010,UKJ2,2,0.0035
2013,NUTS,2010,UKJ2,2,0.0047
2015,NUTS,2010,UKJ2,2,0.0163
2017,NUTS,2010,UKJ2,2,0.0138
2011,NUTS,2010,UKJ3,2,0.0017
2013,NUTS,2010,UKJ3,2,0.0009
2015,NUTS,2010,UKJ3,2,0.0032
2017,NUTS,2010,UKJ3,2,0.0028
2011,NUTS,2010,UKJ4,2,0.0
2013,NUTS,2010,UKJ4,2,0.0004
2015,NUTS,2010,UKJ4,2,0.0
2017,NUTS,2010,UKJ4,2,0.0
2011,NUTS,2010,UKK,1,0.0024
2013,NUTS,2010,UKK,1,0.0039
2015,NUTS,2010,UKK,1,0.0057
2017,NUTS,2010,UKK,1,0.0049
2011,NUTS,2010,UKK1,2,0.0004
2013,NUTS,2010,UKK1,2,0.0018
2015,NUTS,2010,UKK1,2,0.0021
2017,NUTS,2010,UKK1,2,0.0018
2011,NUTS,2010,UKK2,2,0.0
2013,NUTS,2010,UKK2,2,0.0019
2015,NUTS,2010,UKK2,2,0.0003
2017,NUTS,2010,UKK2,2,0.0003
2011,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK4,2,0.0107
2013,NUTS,2010,UKK4,2,0.0126
2015,NUTS,2010,UKK4,2,0.0213
2017,NUTS,2010,UKK4,2,0.0182
2011,NUTS,2010,UKL,1,0.0012
2013,NUTS,2010,UKL,1,0.0013
2015,NUTS,2010,UKL,1,0.0017
2017,NUTS,2010,UKL,1,0.0015
2011,NUTS,2010,UKL1,2,0.0019
2013,NUTS,2010,UKL1,2,0.0021
2015,NUTS,2010,UKL1,2,0.0027
2017,NUTS,2010,UKL1,2,0.0025
2011,NUTS,2010,UKL2,2,0.0
2013,NUTS,2010,UKL2,2,0.0
2015,NUTS,2010,UKL2,2,0.0
2017,NUTS,2010,UKL2,2,0.0
2011,NUTS,2010,UKM,1,0.0028
2013,NUTS,2010,UKM,1,0.0035
2015,NUTS,2010,UKM,1,0.0083
2017,NUTS,2010,UKM,1,0.0073
2013,NUTS,2010,UKM2,2,0.0063
2015,NUTS,2010,UKM2,2,0.0058
2017,NUTS,2010,UKM2,2,0.0051
2013,NUTS,2010,UKM3,2,0.0006
2015,NUTS,2010,UKM3,2,0.0134
2017,NUTS,2010,UKM3,2,0.0113
2013,NUTS,2010,UKM5,2,0.0
2015,NUTS,2010,UKM5,2,0.0
2017,NUTS,2010,UKM5,2,0.0
2013,NUTS,2010,UKM6,2,0.009
2015,NUTS,2010,UKM6,2,0.006
2017,NUTS,2010,UKM6,2,0.0055
2011,NUTS,2010,UKN,1,0.0
2013,NUTS,2010,UKN,1,0.0
2015,NUTS,2010,UKN,1,0.0
2017,NUTS,2010,UKN,1,0.0
2011,NUTS,2010,UKN0,2,0.0
2013,NUTS,2010,UKN0,2,0.0
2015,NUTS,2010,UKN0,2,0.0
2017,NUTS,2010,UKN0,2,0.0
